"Date","Time","Reason For Call","Patrol Officer Name/Street","Street/Unit","Unit/Car","Race","Gender","Outcome"
"01/09/2020",1814,"- MOTOR VEHICLE STOP CITATION ~- WARNING",NA,"HANCOCK RD","34","W","M",3
"01/09/2020",1843,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER |","MAIN ST","34","W","F",3
"01/09/2020",2338,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZTEDZTAK","NORTH ST","34","W","M",3
"01/09/2020",759,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","U","M",3
"01/09/2020",1418,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","NEW ASHFORD RD","34","W","P",3
"01/09/2020",1956,"- MOTOR VEHICLE STOP CITATION - WARNING","MICHAEL STRIZ2ZI","NEW ASHFORD RD","34","U","M",3
"01/09/2020",2325,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZITEDZIAK","COLD SPRING RD","30",NA,NA,3
"01/09/2020",1837,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER |","MAIN ST","34","W","M",3
"01/10/2020",1913,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL KEVIN P GARNER !","HANCOCK RD |","34 |","W","M",3
"01/10/2020",219,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKT","MAIN ST","32","B","M",3
"01/11/2020",2111,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","A","M",3
"01/11/2020",1126,"~ MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","COLD SPRING RD","34","U","M",5
"01/11/2020",1808,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","F",3
"01/12/2020",15,"- MOTOR VEHICLE STOP CITATION - WARNING 2","PATROLMAN SCOTT SKORUPSKI","MAIN ST","32","W","M",3
"01/12/2020",1002,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","U","F",3
"01/12/2020",1039,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","W","F",3
"01/12/2020",1108,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL BRAD SACCO","COLD SPRING RD |","34","W","F",3
"01/12/2020",1118,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","U","F",3
"01/12/2020",1206,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","GREEN RIVER RD","34","U","M",3
"01/12/2020",1243,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","W","F",3
"01/12/2020",1640,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","COLD SPRING RD","38","W","F",3
"01/12/2020",1842,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","U","M",3
"01/13/2020",1718,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","M",3
"01/13/2020",1810,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NORTH HOOSAC RD","38","U","M",3
"01/13/2020",1858,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","F",3
"01/13/2020",1915,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"01/14/2020",937,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","WATER ST","33","W","M",3
"01/14/2020",949,"~- MOTOR VEHICLE STOP NO ACTION REQUIRED","CHIEF KYLE J JOHNSON","LATHAM ST","33","W","F",2
"01/14/2020",1936,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","COLD SPRING RD","32","W","F",3
"01/14/2020",2003,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELI JR","MAIN ST","38","W","M",3
"01/14/2020",2008,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","HANCOCK RD","32","W","M",3
"01/14/2020",2038,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","GREEN RIVER RD","34","W","M",3
"01/15/2020",2209,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","34","W","M",3
"01/15/2020",13,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","30","W","M",3
"01/15/2020",621,"- MOTOR VEHICLE STOP CITATION - WARNING","SERGEANT PAUL D THOMPSON","{WIA 108] NEW ASHFORD RD","30","W","M",3
"01/15/2020",742,"~ MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","36","W","F",3
"01/15/2020",829,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","COLE AVE","36","W","F",3
"01/15/2020",1036,"- MOTOR VEHICLE STOP CITATION ~ WARNING",NA,NA,"34","W","F",3
"01/15/2020",1322,"- MOTOR VEHICLE STOP VEHICLE TOWED",NA,NA,"34","W","M",6
"01/15/2020",1731,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","MAIN ST","34","W","M",3
"01/15/2020",1828,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER",NA,"34","W","M",3
"01/16/2020",1849,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","F",3
"01/16/2020",112,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKTI","NORTH ST","32","W","F",3
"01/16/2020",814,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","MAIN ST","36","W","F",3
"01/16/2020",1611,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","SIMONDS RD","32 .","W","M",3
"01/16/2020",2327,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"01/16/2020",2338,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","30","W","M",3
"01/17/2020",2359,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","MAIN ST","30","W","M",3
"01/17/2020",133,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","MAIN ST","32","B","M",3
"01/17/2020",722,"- MOTOR VEHICLE STOP CITATION - WARNING","LIEUTENANT MICHAEL J ZIEMBA Jr","COLD SPRING RD","37K","W","F",3
"01/17/2020",1739,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","U","M",3
"01/17/2020",2117,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","F",3
"01/18/2020",2202,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","W","F",3
"01/18/2020",1339,"- MOTOR VEHICLE STOP NO ACTION REQUIRED |","PATROL BRAD SACCO","GREEN RIVER RD","34 :",NA,NA,2
"01/19/2020",1937,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","NEW ASHFORD RD","32","W","F",3
"01/19/2020",1949,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"WATER ST","30","W","M",3
"01/19/2020",1959,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","MAIN ST","30","W","F",3
"01/19/2020",2018,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN <U+FFFD> MCCONNELL JR","NORTH HOOSAC RD","38","W","M",4
"01/19/2020",2028,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","WATER ST","30","W","M",3
"01/20/2020",556,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"01/20/2020",620,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"01/20/2020",1626,"~ MOTOR VEHICLE STOP NO ACTION REQUIRED","PATROL JOHN J MCCONNELL JR","NEW ASHFORD RD","38","U","M",2
"01/20/2020",1648,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","NEW ASHFORD RD","38","A","F",4
"01/20/2020",1719,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELI JR","NEW ASHFORD RD","38","W","F",3
"01/20/2020",1724,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM _","NORTH HOOSAC RD","32","B","M",3
"01/20/2020",2059,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL SHUAN N WILLIAM","BRIDGES RD",NA,"W","F",4
"01/20/2020",2154,"~ MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","M",4
"01/20/2020",2259,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","F",3
"01/21/2020",1302,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","MAIN ST","34","W","M",5
"01/21/2020",1601,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","W","M",3
"01/21/2020",2053,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"01/21/2020",2108,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER",";: WATER ST","34","W","M",3
"01/22/2020",24,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","30","W","F",3
"01/22/2020",234,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","MAIN ST","32","W","M",3
"01/22/2020",739,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","COLD SPRING RD","36","W","F",3
"01/22/2020",4110,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO",NA,"30","W","F",3
"01/22/2020",1217,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","30","W","M",3
"01/22/2020",1248,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL TANIA HERNANDEZ","MAIN ST","36","W","F",4
"01/22/2020",1331,"~ MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL TANIA HERNANDEZ","COLE AVE","36","W","M",5
"01/22/2020",1543,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL KEVIN P GARNER","HANCOCK RD ;","34 |","W","F",3
"01/22/2020",1549,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","30","U","M",3
"01/23/2020",914,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"WATER ST","34","W","M",3
"01/23/2020",935,"- MOTOR VEHICLE sTopP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","U","F",3
"01/23/2020",1312,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLE AVE","34","U","F",3
"01/23/2020",1414,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO",NA,"34","U","F",3
"01/24/2020",1421,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","MAIN ST","38","U","F",5
"01/25/2020",107,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKT","MAIN ST","32","A","M",3
"01/25/2020",2117,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","F",3
"01/27/2020",1754,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL JOHN J MCCONNELG JR","MAIN ST","38","W","F",3
"01/27/2020",2005,"- MOTOR VEHICLE STOP CLTATION ~- WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","U","F",3
"01/27/2020",2116,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","34","U","M",3
"01/27/2020",2155,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","WATER ST","34","W","M",3
"01/27/2020",14,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","30","W","F",3
"01/27/2020",730,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL TANIA HERNANDEZ","COLD SPRING RD","36","W","F",4
"01/27/2020",1328,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","W","M",3
"01/27/2020",1556,"- MOTOR VEHICLE STOP CITATION - WARNING :","PATROL SHUAN N WILLIAM","MAIN ST","32","W","M",3
"01/27/2020",2306,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"01/28/2020",2351,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","WATER ST","34","W","M",3
"01/28/2020",1,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","NORTH HOOSAC RD","32","W","M",3
"01/28/2020",735,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","COLD SPRING RD","36","W","M",3
"01/28/2020",744,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","COLD SPRING RD","36","W","M",3
"01/28/2020",2125,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","NEW ASHFORD RD","30","U","F",3
"01/28/2020",1200,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","36","U","M",3
"01/28/2020",1518,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL BRAD SACCO","COLD SPRING RD","30","U","M",4
"01/28/2020",1844,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","MAIN st","30","U","M",3
"01/28/2020",1918,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34","W","M",3
"01/28/2020",1928,"-~- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL ANTHONY M DUPRAT )","MAIN ST 2","30 :","W","M",3
"01/28/2020",1940,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34","W","F",3
"01/28/2020",2000,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","MAIN ST","30","W","F",3
"01/28/2020",2117,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","NORTH HOOSAC RD","34","W","F",3
"01/28/2020",2149,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","MAIN ST","30","W","M",3
"01/28/2020",2208,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","WATER ST","30","U","F",3
"01/28/2020",2212,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","MAIN ST","34","W","M",3
"01/29/2020",2357,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL ANTHONY M DUPRAT","MAIN ST","30","B","M",4
"01/29/2020",57,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"01/29/2020",1400,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","U","F",3
"01/29/2020",1412,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","W","M",3
"01/30/2020",12,"- MOTOR VEHICLE STOP CETATION - WARNING","PATROLMAN SCOTT SKORUPSKI","WATER ST","32","W","F",3
"01/30/2020",16,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL CRAIG A EICHHAMMER :","COLD SPRING RD :","31","U","F",3
"01/30/2020",1119,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","U","M",3
"01/30/2020",1830,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"BRIDGES RD","38","W","M",3
"01/30/2020",1848,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","BRIDGES RD","38","W","M",3
"01/31/2020",57,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","THOMAS ST","32","W","M",3
"01/31/2020",1922,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","SIMONDS RD","38","W","F",3
"01/31/2020",1940,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","30","W","M",3
"01/31/2020",2020,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","GREEN RIVER RD","32","W","M",3
"01/31/2020",2031,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","GREEN RIVER RD","32","W","F",3
"01/31/2020",2045,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT",NA,NA,"W","M",3
"02/01/2020",145,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","F",3
"02/01/2020",322,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","MAIN ST","34","W","F",3
"02/01/2020",834,"-~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","HALEY ST","34","B","M",3
"02/01/2020",2225,"- MOTOR VEHICLE STOP CITATION - WARNING","ALL EQUIPMENT POLICE DEPARTMENT |","PARK ST |","34","W","M",3
"02/01/2020",1346,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","MAIN ST","34","W","M",3
"02/01/2020",1638,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","COLD SPRING RD |","38 |","W","F",3
"02/01/2020",1844,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",3
"02/01/2020",1943,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","GREEN RIVER RD","32","W","M",3
"02/02/2020",2041,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","WATER ST","38","W","M",3
"02/02/2020",6032,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLE AVE","34","W","F",3
"02/02/2020",34,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","30","W","M",3
"02/02/2020",940,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","NORTH HOOSAC RD","36","B","F",3
"02/02/2020",1013,"- MOTOR VEHICLE STOP CITATION ~- WARNING",NA,"COLD SPRING RD","34","W","M",3
"02/02/2020",1328,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM |","MAIN ST","34","U","F",3
"02/02/2020",1721,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"02/03/2020",2353,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL KALVIN DZIEDZIAK","MAIN ST","34 |","W","M",5
"02/03/2020",1059,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","MAIN ST","34 1","U","F",5
"02/03/2020",1149,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","W","M",3
"02/04/2020",25,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","30","W","M",3
"02/04/2020",42,"- MOTOR VEHICLE STOP CITATION - WARNING |","| PATROL ANTHONY M DUPRAT '","COLD SPRING RD","30 |","W","M",3
"02/15/2020",1711,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","TACONIC TRL","34","B","M",3
"02/15/2020",2039,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD",NA,"W","F",3
"02/15/2020",2144,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","WATER ST","34 |","W","F",3
"02/16/2020",1400,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","W","F",3
"02/04/2020",2012,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZ2TEDZIAK","COLD SPRING RD","34","W","M",3
"02/04/2020",2026,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34 |","W","M",3
"02/04/2020",2129,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34","W","M",3
"02/05/2020",2310,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","WATER ST","32","W","F",3
"02/06/2020",1807,"- MOTOR VEHICLE STOP CETATION - WARNING","PATROL KALVIN DZTEDZIAK","MAIN ST","30","W","F",3
"02/06/2020",1822,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","MAIN ST","30","W","F",3
"02/06/2020",1841,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","30","W","M",3
"02/07/2020",2252,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","SPRING ST","30","W","F",3
"02/07/2020",11,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34 |","W","M",3
"02/07/2020",924,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","MAIN ST","36","W","M",3
"02/07/2020",941,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL TANIA HERNANDEZ","MAIN ST","36","W","M",3
"02/07/2020",1121,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANITA HERNANDEZ","COLD SPRING RD","36","W","M",3
"02/08/2020",1616,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","W","F",3
"02/08/2020",2336,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD",NA,"W","F",3
"02/09/2020",1019,"- MOTOR VEHICLE STOP CITATION - WARNING","<U+FFFD> PATROL BRAD SACCO","SIMONDS RD","34","W","M",3
"02/09/2020",1104,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","U","M",3
"02/09/2020",1142,"~ MOTOR VEHICLE STOP VEHICLE TOWED","PATROL BRAD SACCO","COLD SPRING RD","34","W","F",6
"02/09/2020",1558,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","30","W","M",3
"02/09/2020",1808,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","MAIN ST","30","W","F",3
"02/09/2020",1833,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","30","W","M",3
"02/09/2020",2011,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","30","W","F",3
"02/11/2020",1911,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","BRIDGES RD","38","W","M",4
"02/11/2020",728,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","NEW ASHFORD RD","34","U","F",3
"02/11/2020",950,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","MAIN ST","30 }","W","F",3
"02/11/2020",1018,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","MAIN ST","30","W","M",3
"02/11/2020",1046,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO <U+FFFD>","BEE HILL RD","34","W","M",3
"02/11/2020",1143,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","U","M",3
"02/11/2020",1201,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST :","30 :","W","M",3
"02/11/2020",1253,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL DAVID JENNINGS D","SIMONDS RD","30","W","F",4
"02/11/2020",1318,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","W","U",3
"02/11/2020",1338,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","W","F",3
"02/11/2020",1424,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","COLD SPRING RD","30","W","F",3
"02/12/2020",218,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","MAIN ST","32","U","M",3
"02/12/2020",724,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL TANIA HERNANDEZ","COLD SPRING RD","36","W","M",3
"02/12/2020",1010,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","NEW ASHFORD RD","30","W","M",3
"02/12/2020",1035,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","MAIN ST","30","W","M",3
"02/12/2020",1545,"- MOTOR VEHICLE STOP ARREST (S)","PATROL JOHN J MCCONNELL JR","BRIDGES RD","38","B","M",7
"02/12/2020",1813,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"02/12/2020",2044,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","COLD SPRING RD","38","W","M",3
"02/14/2020",2134,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","30 .","W","M",3
"02/14/2020",846,"- MOTOR VEHICLE STOP CITATION - WARNING","<U+FFFD> PATROL TANIA HERNANDEZ :","MAIN ST )","36","W","M",3
"02/14/2020",925,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","GREEN RIVER RD","34 |","U","F",3
"02/14/2020",1007,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","W","F",3
"02/14/2020",1216,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","SIMONDS RD","34","W","F",5
"02/14/2020",1248,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","MAIN ST","36","W","F",3
"02/14/2020",1831,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER |","HANCOCK RD |","34 !","W","F",3
